id,word,meaning1,meaning2,meaning3,level
5146,editorial,başyazı,editörün,yayım,B2
5147,educated,eğitimli,okumuş,kulturülü,B2
5148,educator,eğitimci,öğretmen,pedagog,B2
5149,effectively,etkili bir şekilde,fiilen,gerçekte,B2
5150,effectiveness,etkililik,etkinlik,verimlilik,B2
5151,elect,seçmek,oylamak,belirlemek,B2
5152,elective,seçmeli,seçime bağlı,ihtiyari,B2
5153,electrician,elektrikçi,elektrik teknisyeni,usta,B2
5154,electronically,elektronik olarak,dijital yolla,bilgisayarla,B2
5155,elegance,zarafet,şıklık,zariflik,B2
5156,elegant,zarif,şık,ince,B2
5157,dumb,dilsiz,aptal,budala,B2
5158,developing,gelişen,kalkınan,büyüyen,B2
5159,duel,düello,mücadele,çatışma,B2
5160,dropout,okul terk,bırakan,ayrılan,B2
5161,donation,bağış,yardım,hibe,B2
5162,donkey,eşek,merkep,ahmak,B2
5163,doom,felaket,kıyamet,mahvolma,B2
5164,doorkeeper,kapıcı,kapı görevlisi,nâzır,B2
5165,doorway,kapı eşiği,kapı,giriş,B2
5166,dorm,yurt,öğrenci yurdu,yatakhane,B2
5167,dormitory,yatakhane,öğrenci yurdu,büyük yatak odası,B2
5168,dose,doz,miktar,ölçü,B2
5169,doubly,iki kat,çift,iki kez,B2
5170,doubtful,şüpheli,kuşkulu,belirsiz,B2
5171,dove,kumru,güvercin,barışçıl,B2
5172,downfall,çöküş,yıkılış,mahvolma,B2
5173,downsize,küçülmek,kadro azaltmak,tasarruf etmek,B2
5174,dowry,çeyiz,başlık parası,nikahta verilen mal,B2
5175,draft/draught,taslak,müsvedde,akım,B2
5176,drain,kanalizasyon,gider,akıtmak,B2
5177,dramatically,dramatik olarak,önemli ölçüde,birdenbire,B2
5178,drapery,perdelik kumaş,perde,kumaşçılık,B2
5179,dread,korku,dehşet,ürkmek,B2
5180,dreadful,korkunç,dehşetli,berbat,B2
5181,dreamy,halyuci,hayalperest,dalgın,B2
5182,drinkable,içilebilir,içilir,su,B2
5183,droop,sarkmak,solmak,boyun eğmek,B2
5184,drought,kuraklık,kuruluk,susuzluk,B2
5185,elegantly,zarif bir şekilde,şıkça,ince bir tarzda,B2
5186,determiner,belirteç,sınırlayıcı,kararlaştırıcı,B2
5187,detect,tespit etmek,fark etmek,belirlemek,B2
5188,crucial,çok önemli,kritik,hayati,B2
5189,cruelly,zalimce,acımasızca,merhametsizce,B2
5190,cruelty,zalimlik,acımasızlık,vahşet,B2
5191,crystallize/crystallise,kristalleşmek,belirginleşmek,şekil almak,B2
5192,cube,küp,prizma,üçüncü kuvvet,B2
5193,cubism,kübizm,kübik sanat,sanat akımı,B2
5194,cuff,kol ağzı,manşet,tokat,B2
5195,culmination,zirve,en yüksek nokta,sonuçlanma,B2
5196,culturally,kültürel olarak,kültür bakımından,sanatsal yönden,B2
5197,curl,kıvırmak,büklüm,lüle,B2
5198,crossly,öfkeyle,kızgın bir şekilde,tersçe,B2
5199,cursor,imleç,kursör,işaretçi,B2
5200,cybercafe/cybercafé,internet kafe,siber kafe,bilgisayar kafe,B2
5201,cybercrime,siber suç,bilişim suçu,internet suçu,B2
5202,cyberpet,siber evcil hayvan,dijital oyuncak,sanal hayvan,B2
5203,cyberschool,siber okul,çevrim içi okul,dijital eğitim kurumu,B2
5204,cyberspace,siber uzay,sanal alem,internet dünyası,B2
5205,cyclist,bisikletçi,bisiklet sürücüsü,pedal çeviren,B2
5206,daft,aptal,salak,manyak,B2
5207,damn,lanet olsun,kahretsin,lanetlemek,B2
5208,dandelion,karahindiba,aslandisi,bostan otu,B2
5209,darling,sevgili,canım,tatlım,B2
5210,dash,tire,atılmak,koşmak,B2
5211,data,veri,bilgi,malumat,B2
5212,cyberaddict,siber bağımlı,internet bağımlısı,teknoloji bağımlısı,B2
5213,crocodile,timsah,timsah derisi,krokotil,B2
5214,criticism,eleştiri,tenkit,yerme,B2
5215,critically,kritik olarak,eleştirel bir şekilde,ciddi biçimde,B2
5216,corrupt,yozlaşmış,rüşvetçi,bozulmuş,B2
5217,corruption,yolsuzluk,yozlaşma,rüşvetçilik,B2
5218,costly,pahalı,masraflı,maliyetli,B2
5219,costume,kostüm,kıyafet,giysi,B2
5220,cottage,kulübe,köy evi,bağ evi,B2
5221,countryman,köylü,taşralı,vatandaş,B2
5222,countrywide,ülke çapında,tüm yurtta,ülke genelinde,B2
5223,courtesy,nezaket,kibar davranış,lütuf,B2
5224,coward,korkak,alçak,ödlek,B2
5225,cowardly,korkakça,ödlekleşmiş,alçakça,B2
5226,coziness/cosiness,rahatlık,samimiyet,sıcaklık,B2
5227,cozy/cosy,rahat,sıcak,konforlu,B2
5228,crab,yengeç,yengeç burcu,huysuz kimse,B2
5229,crack,çatlak,çatlamak,kırmak,B2
5230,craftsman,zanaatkar,usta,sanatkâr,B2
5231,crater,krater,volkan ağzı,çukurluk,B2
5232,crawl,emeklemek,sürünmek,yavaş ilerlemek,B2
5233,crease,kırışıklık,kat yeri,kırıştırmak,B2
5234,creation,yaratılış,eser,oluşturma,B2
5235,creatively,yaratıcı bir şekilde,özgün olarak,yaratıcılıkla,B2
5236,creek,dere,çay,küçük körfez,B2
5237,creepy,ürütücü,korkunç,tüyler ürpertici,B2
5238,crew,mürettebat,ekip,gemi tayfası,B2
5239,cripple,sakat,çolak,sakatlamak,B2
5240,database,veri tabanı,bilgi bankası,veritabanı,B2
5241,dated,eski,modası geçmiş,tarihli,B2
5242,daughter-in-law,gelin,oğul karısı,kardeş karısı,B2
5243,dawn,şafak,tan,gün ağarması,B2
5244,deliberately,kasten,bilerek,bile isteye,B2
5245,delicacy,narinlik,incelik,lezzet,B2
5246,delicately,zarif bir şekilde,hassasiyetle,ince bir şekilde,B2
5247,demanding,zor,ilgi isteyen,zahmetli,B2
5248,demolish,yıkmak,tahrip etmek,parçalamak,B2
5249,denim,kot,kot kumaşı,denim,B2
5250,dense,yoğun,kalın,koyu,B2
5251,densely,yoğun bir şekilde,kalabalık olarak,sıkıca,B2
5252,dental,diş ile ilgili,diş hekimliğine ait,dişsel,B2
5253,dependable,güvenilir,bağlı,emin,B2
5254,deputy,milletvekili,vekil,yardımcı,B2
5255,descend,alçalmak,inmek,soyundan gelmek,B2
5256,descriptive,betimleyici,açıklayıcı,tasvir edici,B2
5257,desirable,arzulanan,istenen,cazip,B2
5258,desktop,masaüstü,bilgisayar masası,masaüstü bilgisayar,B2
5259,desolation,ıssızlık,yıkım,derin keder,B2
5260,desperately,çaresizce,şiddetle,umutsuzca,B2
5261,desperation,çaresizlik,umutsuzluk,gözü karalık,B2
5262,despise,hor görmek,küçümsemek,nefret etmek,B2
5263,destiny,kader,alın yazısı,akıbet,B2
5264,detach,ayırmak,sökmek,koparmak,B2
5265,detachment,bağlantısızlık,tarafsızlık,müfreze,B2
5266,detailed,ayrıntılı,detaylı,etraflı,B2
5267,deliberate,kasıtlı,bilerek,ağırbaşlı,B2
5268,determined,kararlı,azimli,belirlenmiş,B2
5269,delegate,delege,temsilci,görev devretmek,B2
5270,defy,meydan okumak,karşı gelmek,uymamak,B2
5271,daytime,gündüz,gündüz vakti,gün ışığı,B2
5272,de facto,fiili,gerçekte olan,uygulamadaki,B2
5273,dearly,çok,sevgilerle,pahalıya,B2
5274,debit,borç,borç kaydetmek,hesap borcu,B2
5275,debit card,banka kartı,borç kartı,atm kartı,B2
5276,decade,on yıl,onyıl,dekat,B2
5277,decay,çürüme,bozulma,diş çürüğü,B2
5278,deceive,kandır,aldatmak,yanıltmak,B2
5279,decent,nezih,dürüst,uygun,B2
5280,deceptive,aldatıcı,yanıltıcı,hileli,B2
5281,decisive,kararlı,belirleyici,kesin,B2
5282,deck,güverte,deste,teras,B2
5283,decomposition,çürüme,ayrışma,parçalanma,B2
5284,decorate,süslemek,boyamak,dekore etmek,B2
5285,decoration,süsleme,dekor,madalya,B2
5286,decorative,dekoratif,süs,süsleyici,B2
5287,dedication,özveri,adama,ithaf,B2
5288,deduce,sonuç çıkarmak,türetmek,akıl yürütmek,B2
5289,deduction,kesinti,çıkarım,tümdengelim,B2
5290,deem,addetmek,görmek,saymak,B2
5291,deer,geyik,karaca,maral,B2
5292,deficit,açık,bütçe açığı,eksiklik,B2
5293,deforestation,ormansızlaştırma,orman katliamı,ağaç kesimi,B2
5294,dehumanize/dehumanise,insanlıktan çıkarmak,kişiliğini yok etmek,duygusuzlaştırmak,B2
5295,elemental,temel,elementle ilgili,doğal güç,B2
5296,eligible,uygun,seçilebilir,hakkı olan,B2
5297,elite,seçkin,elit,seçkin tabaka,B2
5298,fixed,sabit,durağan,ayarlanmış,B2
5299,flame,alev,yangın,parlayış,B2
5300,flap,kanat çırpma,çırpınmak,kapak,B2
5301,flaw,kusur,hata,eksiklik,B2
5302,flawless,kusursuz,kusursuzca,kusursuzluk,B2
5303,flax,keten,keten tohumu,keten lifi,B2
5304,flee,kaçmak,firar etmek,uzaklaşmak,B2
5305,fleet,donanma,filo,araç filosu,B2
5306,flesh,et,ten,beden,B2
5307,flexibility,esneklik,bükülebilirlik,uyum yeteneği,B2
5308,flexible,esnek,bükülebilir,uyumlu,B2
5309,flip,çevirmek,fiske atmak,atmak,B2
5310,fluency,akıcılık,düzgünlük,akışkanlık,B2
5311,fluid,akışkan,sıvı,akıcı,B2
5312,flutter,çırpınmak,titremek,dalgalanmak,B2
5313,follower,takipçi,izleyici,bağlı,B2
5314,folly,aptallık,ahmaklık,deli saçması,B2
5315,fondly,sevgiyle,şefkatle,aklıyla,B2
5316,foolishly,aptalca,ahmakça,akılsızca,B2
5317,footnote,dipnot,sayfa altı notu,açıklama,B2
5318,flexibly,esnek bir şekilde,esneklikle,uyumlu olarak,B2
5319,fiscal,mali,bütçe ile ilgili,hazine,B2
5320,firstly,birincisi,ilk olarak,öncelikle,B2
5321,first person,birinci şahıs,birinci tekil,ben,B2
5322,fearsome,korkunç,ürkütücü,korkutucu,B2
5323,feat,başarı,hüner,kahramanlık,B2
5324,fed up,bıkmış,usanmış,canı sıkılmış,B2
5325,federal,federal,merkezi,birleşik,B2
5326,feedback,geri bildirim,dönüt,eleştiri,B2
5327,ferryboat,vapur,feribot,araba vapuru,B2
5328,fiber/fibre,lif,fiber,posa,B2
5329,fictional,kurgusal,hayali,romantik,B2
5330,fierce,şiddetli,öfkeli,vahşi,B2
5331,fighting,dövüş,kavga,savaş,B2
5332,figurative,mecazi,figürlü,sanatsal,B2
5333,filial,evlada ait,evlatlık,çocuğa özgü,B2
5334,financially,mali yönden,maddi olarak,para bakımından,B2
5335,finely,ince,zarifçe,hassasça,B2
5336,fingernail,tırnak,el tırnağı,parmak ucu,B2
5337,fire brigade,itfaiye,itfaiye ekibi,yangın söndürme,B2
5338,firearm,ateşli silah,silah,tüfek,B2
5339,fireplace,şömine,ocak,ateş yeri,B2
5340,firmness,sağlamlık,katılık,kararlılık,B2
5341,first language,anadil,ilk dil,ana dil,B2
5342,forcefully,zorla,zorlayarak,kuvvetle,B2
5343,foreman,baş işçi,ustabaşı,formen,B2
5344,foresee,öngörmek,önceden tahmin etmek,sezmek,B2
5345,forestry,ormancılık,orman bilimi,ağaçlandırma,B2
5346,gangster,gangster,çete üyesi,suçlu,B2
5347,gardener,bahçıvan,bahçe bakımcısı,peyzajcı,B2
5348,gasp,nefes nefese kalmak,soluk soluğa kalmak,iç çekmek,B2
5349,gateway,geçit,kapı,ana giriş,B2
5350,gaudy,zevksiz,bağırtlak renkli,uyumsuz,B2
5351,gaze,dikkatle bakmak,gözünü dikmek,uzun bakış,B2
5352,gear,dişli çark,vites,ekipman,B2
5353,generalization/generalisation,genelleme,genelleştirme,genel kılma,B2
5354,generalize/generalise,genellemek,genelleştirşmek,genel konuşmak,B2
5355,generosity,cömertlik,eli açıklık,yücelik,B2
5356,generously,cömertçe,bol bol,eli açıkça,B2
5357,genius,dahi,deha,üstün zeka,B2
5358,genre,tür,üslup,biçim,B2
5359,gently,nazikçe,hafifçe,yavaşça,B2
5360,genuine,gerçek,hakiki,samimi,B2
5361,genuinely,gerçekten,samimiyetle,özgün olarak,B2
5362,geographic,coğrafi,coğrafyaya ait,yerel,B2
5363,germ,mikrop,bakteri,tohum,B2
5364,getaway,kaçamak,kaçış,tatil yeri,B2
5365,ghetto,getto,yahudi mahallesi,fakir semt,B2
5366,giveaway,hediye,ele veren ipucu,bedava eşya,B2
5367,glacis,buzul,eğimli set,akıntı,B2
5368,glamorous/glamourous,cazibeli,göz alıcı,görkemli,B2
5369,glare,göz alıcı ışık,öfkeli bakış,dik dik bakmak,B2
5370,gleam,parıltı,ışıltı,parıldamak,B2
5371,glee,neşe,sevinç,keyif,B2
5372,global warming,küresel ısınma,dünya sıcaklık artışı,iklim değişimi,B2
5373,gang,çete,grup,arkadaş grubu,B2
5374,gambling,kumar,şans oyunu,tavakalet,B2
5375,furor/furore,öfke,infial,kargaşa,B2
5376,formation,oluşum,biçimlenme,yapı,B2
5377,formerly,eskiden,önceden,sabık,B2
5378,formidable,korkunç,çetin,güç,B2
5379,forthcoming,yaklaşan,gelecek,yardıma hazır,B2
5380,foul,pis,iğrenç,faul,B2
5381,found,kurmak,bulmak,tesis etmek,B2
5382,fox,tilki,kurnaz,akıllı kimse,B2
5383,fragrance,hoş koku,ıtır,parfüm,B2
5384,frankly,açıkça,doğrusu,samimiyetle,B2
5385,frantically,çılgınca,telaşla,deli gibi,B2
5386,fraud,dolandırıcılık,sahtekarlık,düzenbaz,B2
5387,freak,ucube,deli,tuhaflık,B2
5388,friendly,dostça,arkadaş canlısı,samimi,B2
5389,frigate,fırkateyn,savaş gemisi,deniz taşıtı,B2
5390,frontier,sınır,uç,hudut,B2
5391,frugal,tutumlu,ölçülü,basit,B2
5392,fulfill/fulfil,yerine getirmek,tamamlamak,tatmin etmek,B2
5393,fume,duman,gaz,öfkelenmek,B2
5394,functional,işlevsel,kullanışlı,fonksiyonel,B2
5395,functionality,işlevsellik,fonksiyonel olma,kullanışlılık,B2
5396,fundamental,temel,esas,ana,B2
5397,funk,funk müziği,korku,depresif ruh hali,B2
5398,funky,ritmik,tuhaf,küf kokulu,B2
5399,furious,öfkeli,Kızgın,şiddetli,B2
5400,furiously,öfkeyle,şiddetle,hırsla,B2
5401,gaiety,neşelilik,şenlik,cümbüş,B2
5402,faulty,kusurlu,hatalı,bozuk,B2
5403,father-in-law,kayınpeder,kaynata,kayın,B2
5404,fate,kader,alın yazısı,akıbet,B2
5405,equation,denklem,eşitleme,eşitlik,B2
5406,equip,donatmak,techiz etmek,hazırlamak,B2
5407,equity,eşitlik,hakkaniyet,öz sermaye,B2
5408,erect,dikmek,inşa etmek,dik,B2
5409,erupt,püskürmek,patlak vermek,patlamak,B2
5410,eruption,püskürme,patlama,yanardağ patlaması,B2
5411,essayist,denemeci,müellif,yazar,B2
5412,essentially,esasen,özünde,başlıca,B2
5413,estate,emlak,malikane,servet,B2
5414,estimated,tahmini,hesaplanan,öngörülen,B2
5415,eternally,ebediyen,sonsuza dek,daima,B2
5416,ethic,etik,ahlak,töre,B2
5417,ethnic,etnik,kavimsel,ırksal,B2
5418,evacuate,tahliye etmek,boşaltmak,çekilmek,B2
5419,evacuation,tahliye,boşaltma,tahliye etme,B2
5420,evaluate,değerlendirmek,değer biçmek,incelemek,B2
5421,evaluation,değerlendirme,değer biçme,tahlil,B2
5422,everlasting,ebedi,sonsuz,ölmez,B2
5423,evidently,açıkça,görünüşe göre,belli ki,B2
5424,evil,kötülük,şer,kötü,B2
5425,evolution,evrim,gelişim,değişim,B2
5426,evolve,gelişmek,evrimleşmek,değişmek,B2
5427,exactness,kesinlik,tamlık,doğruluk,B2
5428,exaggerate,abartmak,büyütmek,mübalağa etmek,B2
5429,exaggeration,abartı,mübalağa,aşırılık,B2
5430,exalt,yüceltmek,övgüyle anmak,taltif etmek,B2
5431,examinee,sınava giren,aday,imtihan olunan,B2
5432,environmentally,çevresel olarak,çevre bakımından,ekolojik olarak,B2
5433,eloquence,güzel konuşma,belagat,ifade yeteneği,B2
5434,eloquent,güzel konuşan,dilli,anlamlı,B2
5435,embassy,büyükelçilik,sefaret,elçilik konutu,B2
5436,embrace,kucaklamak,benimsemek,sarılmak,B2
5437,emergence,ortaya çıkış,belirme,doğuş,B2
5438,emphatically,önemle,kesin bir dille,vurgulayarak,B2
5439,employ,çalıştırmak,istihdam etmek,kullanmak,B2
5440,employee,çalışan,memur,işçi,B2
5441,employer,işveren,patron,iş sahibi,B2
5442,endeavor/endeavour,çaba,gayret,çabalamak,B2
5443,endlessly,sonsuzca,durmaksızın,uçsuz bucaksız,B2
5444,endorse,onaylamak,desteklemek,ciro etmek,B2
5445,endurance,dayanıklılık,tahammül,direnç,B2
5446,enduring,kalıcı,dayanıklı,uzun ömürlü,B2
5447,energy,enerji,güç,zindelik,B2
5448,enforce,uygulamak,zorlamak,icra etmek,B2
5449,engagement,nişan,bağlılık,randevu,B2
5450,engulf,yutmak,sarmak,istila etmek,B2
5451,enhance,geliştirmek,arttırmak,iyileştirmek,B2
5452,enroll/enrol,kayıt olmak,kaydetmek,üye olmak,B2
5453,enterprise,girişim,işletme,şirket,B2
5454,entertaining,eğlenceli,ovutucu,ilgi çekici,B2
5455,enthusiastically,coşkuyla,şevkle,merakla,B2
5456,entitle,yetki vermek,adlandırmak,hakkı olmak,B2
5457,entrepreneur,girişimci,müteşebbis,iş adamı,B2
5458,environment,çevre,ortam,atmosfer,B2
5459,environmentally friendly,çevre dostu,doğa dostu,ekolojik,B2
5460,corridor,koridor,geçit,dehliz,B2
5461,exceed,aşmak,geçmek,üstün olmak,B2
5462,exception,istisna,hariç tutma,muafiyet,B2
5463,exquisite,zarif,mükemmel,şahane,B2
5464,extension,uzantı,ek,dahili hat,B2
5465,extensive,kapsamlı,geniş,yaygın,B2
5466,external,harici,dış,yabancı,B2
5467,extract,öz,çıkarmak,alıntı,B2
5468,extraordinarily,fevkalade,olağanüstü,aşırı,B2
5469,exultant,sevinçli,neşeli,coşkulu,B2
5470,eyebrow,kaş,kaş çizgisi,saçak,B2
5471,eyelash,kirpik,kirpik teli,göz kılı,B2
5472,eyelid,göz kapağı,kapak,göz örtüsü,B2
5473,fabric,kumaş,dokuma,bünye,B2
5474,fabulous,şahane,efsanevi,harika,B2
5475,facilitate,kolaylaştırmak,yardımcı olmak,olanak sağlamak,B2
5476,facilities,tesisler,imkanlar,olanaklar,B2
5477,factor,faktör,etken,unsur,B2
5478,faculty,fakülte,yetenek,akademik kadro,B2
5479,faith,inanç,güven,sadakat,B2
5480,falter,duraksamak,teklemek,sallanmak,B2
5481,fame,şöhret,ün,nam,B2
5482,familiarize/familiarise,alıştırmak,bilgi vermek,tanıtmak,B2
5483,fantastically,harika bir şekilde,fantastik olarak,fevkalade,B2
5484,fascinated,büyülenmiş,hayran kalmış,mest olmuş,B2
5485,fascination,cazibe,hayranlık,büyülenme,B2
5486,fatal,ölümcül,vahim,kaderle ilgili,B2
5487,expressive,ifadeli,anlamlı,duygulu,B2
5488,excel,üstün olmak,geçmek,başarılı olmak,B2
5489,export,ihracat,ihraç etmek,dış satım,B2
5490,explorer,kaşif,gezgin,araştırmacı,B2
5491,exceptional,olağanüstü,istisnai,mükemmel,B2
5492,exceptionally,istisnai olarak,olağanüstü,özellikle,B2
5493,excessive,aşırı,fazla,müfrit,B2
5494,exclaim,bağırmak,haykırmak,nida etmek,B2
5495,exclamation mark,ünlem işareti,ünlem,nida işareti,B2
5496,exclude,hariç tutmak,dışlamak,almamak,B2
5497,exclusion,dışlama,hariç tutma,ihraç,B2
5498,exclusively,yalnızca,sadece,özel olarak,B2
5499,excursion,gezi,tur,küçük yolculuk,B2
5500,execute,infaz etmek,gerçekleştirmek,uygulamak,B2
5501,execution,idam,infaz,uygulama,B2
5502,executive,yönetici,icra kurulu,idari,B2
5503,exhaust,egzoz,tüketmek,yorulmak,B2
5504,exhausting,yorucu,tüketici,yıpratıcı,B2
5505,exhaustion,tükenme,aşırı yorgunluk,bitkinlik,B2
5506,exhibit,sergilemek,göstermek,sergi,B2
5507,exile,sürgün,sürgüne göndermek,gurbet,B2
5508,existing,mevcut,var olan,yaşayan,B2
5509,exotic,egzotik,yabancı,özel,B2
5510,expansion,genişleme,büyüme,yayılma,B2
5511,expectation,beklenti,ümit,tahmin,B2
5512,expected,beklenen,umulan,muhtemel,B2
5513,expedition,sefer,keşif gezisi,kargo,B2
5514,explode,patlamak,gürültü koparmak,çürütmek,B2
5515,exploit,sömürmek,faydalanmak,kahramanlık,B2
5516,explosive,patlayıcı,patlar,gergin,B2
5517,corresponding,karşılık gelen,uyumlu,bağlantılı,B2
5518,correspondent,muhabir,mektup arkadaşı,temsilci,B2
5519,correspondence,yazışma,uyum,mektuplaşma,B2
5520,backup,yedek,destek,yedekleme,B2
5521,backward/backwards,geriye doğru,geri,geride kalmış,B2
5522,backyard,arka bahçe,avlusu,yakın çevre,B2
5523,badge,roket,roz,nişan,B2
5524,bad-tempered,huysuz,öfkeli,geçimsiz,B2
5525,balanced,dengeli,ölçülü,muvazeneli,B2
5526,balky,inatçı,zorluk çıkaran,dönek,B2
5527,ballad,halk şarkısı,balad,türkü,B2
5528,ballet,bale,bale gösterisi,dans,B2
5529,ballot,oy pusulası,gizli oylama,seçim,B2
5530,ban,yasak,yasaklamak,men,B2
5531,axis,eksen,mil,hat,B2
5532,banker,bankacı,finansçı,sarraf,B2
5533,bankruptcy,iflas,batma,mali çöküş,B2
5534,barbershop,berber dükkanı,berber,kuaför,B2
5535,barley,arpa,tahıl,yem,B2
5536,barn,ahır,samanlık,ambar,B2
5537,barometer,barometre,hava ölçer,gösterge,B2
5538,barren,kısır,verimsiz,çorak,B2
5539,barrier,bariyer,engel,set,B2
5540,bartender,barmen,bar görevlisi,içki sunucusu,B2
5541,bathhouse,hamam,kaplıca,banyo evi,B2
5542,bankrupt,iflas etmiş,batık,iflas etmek,B2
5543,ax/axe,balta,işten çıkarma,kesmek,B2
5544,awe,hayranlık,korku,hürmet,B2
5545,await,beklemek,gözlemek,hazır olmak,B2
5546,assert,ileri sürmek,savunmak,iddia etmek,B2
5547,assess,değerlendirmek,değer biçmek,vergi tarh etmek,B2
5548,assessment,değerlendirme,tahmin,vergi tespiti,B2
5549,assumption,varsayım,faraziye,üstlenme,B2
5550,assurance,güvence,sigorta,teminat,B2
5551,assure,güvence vermek,ikna etmek,söz vermek,B2
5552,astonish,şaşırtmak,hayrete düşürmek,büyülemek,B2
5553,astonished,şaşırmış,hayrete düşmüş,şaşkın,B2
5554,astonishing,şaşırtıcı,hayret verici,inanılmaz,B2
5555,astonishment,şaşkınlık,hayret,büyülenme,B2
5556,astronomy,astronomi,gökbilim,yıldızbilim,B2
5557,athletics,atletizm,spor,beden eğitimi,B2
5558,attached,bağlı,eklenmiş,iliştirilmiş,B2
5559,attainable,ulaşılabilir,elde edilebilir,erişilebilir,B2
5560,attainment,erişme,başarı,kazanım,B2
5561,attendance,katılım,devam,mevcudiyet,B2
5562,attentive,dikkatli,ilgili,özenli,B2
5563,attentively,dikkatle,ilgiyle,özenle,B2
5564,attractiveness,çekicilik,cazibe,albeni,B2
5565,attribute,bağlamak,özellik,atfetmek,B2
5566,atypical,atipik,alışılmadık,tipik olmayan,B2
5567,aubergine,patlıcan,patlıcan moru,mor,B2
5568,audit,denetim,hesap denetimi,müfettişlik,B2
5569,audition,seçme,ses denemesi,oyun denemesi,B2
5570,authoritative,otoriter,yetkili,güvenilir,B2
5571,authorize/authorise,yetki vermek,onaylamak,izin vermek,B2
5572,availability,erişilebilirlik,müsaitlik,kullanılabilirlik,B2
5573,battlefield,savaş alanı,muharebe meydanı,arpalık,B2
5574,beagle,beagle cinsi köpek,av köpeği,küçük tazı,B2
5575,beak,gaga,burun,ucu sivri kısım,B2
5576,beam,ışın,kiriş,gülümseme,B2
5577,blindly,körlemesine,kör körüne,düşünmeden,B2
5578,blindness,körlük,görmeme,gerçeği görememe,B2
5579,blink,göz kırpmak,kirpikleri kırpıştırmak,yanıp sönmek,B2
